stars,comment
4.0 out of 5 stars,"







  
  
    Bought as a gift. Happy with what I received. Rating 4/5 since receiver can't write review.
  
"
3.0 out of 5 stars,"







  
  
    Dislike that the cards shown in add are from older Pokémon sets and and states you will receive blister packs! Booster packs come inside blister packs….. misleading in my opinion.Received “booster packs” from sets: 3 battle styles, 1chilling reign, 5 evoking skies
  
"
5.0 out of 5 stars,"







  
  
    Happy Child, Pokémon cards have been so difficult to find in store my son was happy to have something to open for his YouTube page.
  
"
1.0 out of 5 stars,"







  
  
    I paid for THREE booster packs and only received ONE! I will add a picture after Christmas since  I wrapped the ONE I received.
  
"
4.0 out of 5 stars,"







  
  
    Like many other people in the comments, no pulls, nothing special, i know its about luck, but i feel theres something more here.
  
"
5.0 out of 5 stars,"







  
  
    My best friend is a Poke e Mon fanatic. She really appreciated the gift.
  
"
1.0 out of 5 stars,"







  
  
    All were fake cards and total waste of money
  
"
5.0 out of 5 stars,"







  
  
    Great gift for my son loves Pokemon got two great cards out of the three packs
  
"
1.0 out of 5 stars,"







  
  
    The pack was all bent and clearly opened. All packs usually come with 2 holos 1 basic and 1 reverse with the chance of one of them being a rare. Really upset and not a great start to my husbands Father’s Day.
  
"
5.0 out of 5 stars,"







  
  
    Got the Gold Snorlax from Chilling reign so that was pretty awesome!
  
"
5.0 out of 5 stars,"







  
  
    The kids were excited to get them.
  
"
5.0 out of 5 stars,"







  
  
    I got this for gifts and stocking stuffers. So far, they've been good pulls and had good packaging. Would buy again.
  
"
3.0 out of 5 stars,"







  
  
    So I was worried the cards would be counterfeit, but they're not.But they're weighted so it's rare you'll get anything good. Just buy single pack boxes from gamestop or a card store, you won't get anything good with these. Out of nine packs I got one card that was remotely good, give it a miss.
  
"
1.0 out of 5 stars,"







  
  
    Sure its random, but I got 3 chilling rein... that's a joke.
  
"
1.0 out of 5 stars,"







  
  
    My son had me order these the other day. The packs shown were not the packs we received. We received 1 Fusion Strike, 1 Battle Styles and 1 Chilling Reign. It says 30 random cards nothing about random packs. Buyer beware.
  
"
1.0 out of 5 stars,"







  
  
    Cards were very bad and on top of everything theres no return policy. Do not buy!!
  
"
1.0 out of 5 stars,"







  
  
    Item not as described. Received two booster packs and two Detective Pikachu packs for a total of only 28 cards. These are meant to be gifts for my little cousins for Christmas and now I’m nervous that the cards inside will have the issues other reviewers have described.
  
"
1.0 out of 5 stars,"







  
  
    The product is deliberately marketed incorectly to fool customers. It says 3 packs of battle styles but i only got 1 and the other two were chilling reign. BUYERS BEWARE!!
  
"
2.0 out of 5 stars,"







  
  
    Corners and sides were a little dinged. Possible resealing as they opened different then hundreds I've opened before. I wouldn't recommend buying unless you're just looking to use them to play or want to roll the dice.
  
"
5.0 out of 5 stars,"







  
  
    My granddaughter was supper excited when she opened it. She loved the selection of cards included.
  
"
2.0 out of 5 stars,"







  
  
    ALL of the booster packs were new- looks like someone bought a whole bunch of singles from Walmart and shipped them out for a more expensive price. And when I say all new ones, I mean literally ALL new booster packs, all released within the last year. Not random!
  
"
1.0 out of 5 stars,"







  
  
    My son was not too impressed
  
"
1.0 out of 5 stars,"







  
  
    You can tell the Pokémon card where already open and repackage , and my 11 year old was not happy he also bought these with his allowance that he saves….. only taking him to stores where we know it’s legit………
  
"
5.0 out of 5 stars,"







  
  
    Purchased as a gift for grandchildren and I'm sure they're going to be delighted in receiving them
  
"
1.0 out of 5 stars,"







  
  
    Packs that came were cheaper/different than the pictured items.  Deceiving.
  
"
5.0 out of 5 stars,"







  
  
    Great seller. Great products
  
"
1.0 out of 5 stars,"







  
  
    The Pokémon cards I received were not the ones shown in picture. False advertising at its best.
  
"
1.0 out of 5 stars,"







  
  
    I ordered this for my nephew for Christmas. Upon opening, he was severely disappointed to find that all of the cards were trainers. Not a single actual pokemon. If you are looking for actual pokemon and not worthless filler cards then this is not the item to purchase.
  
"
5.0 out of 5 stars,"







  
  
    Wow! Great cards included. My son went bananas over some of them! Giftable!
  
"
3.0 out of 5 stars,"







  
  
    Reseals, but cards were in good condition
  
"
1.0 out of 5 stars,"







  
  
    I got all 30 cards put together. NOT IN SEPARATE PACKS. like they were someone else’s first that returned them. Nothing like pictured.
  
"
1.0 out of 5 stars,"







  
  
    The picture showed steam siege, and break point. Not chilling reign and battle styles. On top of that its non return? Cmon
  
"
5.0 out of 5 stars,"







  
  
    Got some awesome ultra rares and holos
  
"
5.0 out of 5 stars,"







  
  
    we were very happy with this order
  
"
1.0 out of 5 stars,"







  
  
    The product picture shows 3 older vintage booster packs. However, what you get is the same thing you can get in the store right now.
  
"
1.0 out of 5 stars,"







  
  
    Big disappointment!  The packs included in the shipment were not the same as in the ad photo and on top of that I can return or exchange.
  
"
5.0 out of 5 stars,"







  
  
    I got these for my son and he loved them. I was surprised because they are cheaper here than in the stores, but he said they are real. He even got some sort of special cards with it.
  
"
1.0 out of 5 stars,"







  
  
    The packaging looks off, these are 100% resealed cards. Not centered and coloring looks printed on low quality.
  
"
5.0 out of 5 stars,"







  
  
    Giftable
  
"
1.0 out of 5 stars,"







  
  
    Do not buy!  What I received is not what is pictured. They are also not returnable. Packs look resealed.
  
"
5.0 out of 5 stars,"







  
  
    Awesome cards
  
"
1.0 out of 5 stars,"







  
  
    Resealed packs. Not in original packaging
  
"
2.0 out of 5 stars,"







  
  
    The packs included are not the packs in the photo. Beware.
  
"
1.0 out of 5 stars,"







  
  
    Dont go over the photos they show you, get not even one those packs. Its all the new stuff you can get in stores today
  
"
5.0 out of 5 stars,"







  
  
    I ordered this and got 2 full art ex and a break. I checked the cards and they are indeed real. Very good deal for what I got.
  
"
5.0 out of 5 stars,"







  
  
    Bought as a gift, very good deal
  
"
1.0 out of 5 stars,"







  
  
    Every pack has clearly been resealed. The top and bottom crimps are nearly melted where they attempted to close them back up, I assume after they removed anything of value from the packs. DO NOT BUY. Save yourself the heartache and buy from somewhere reputable.
  
"
1.0 out of 5 stars,"







  
  
    This product was horrible, not even close to the correct packs…. No sun and moon anywhere RIP OFF
  
"
1.0 out of 5 stars,"







  
  
    THESE ARE FAKE!  Do not buy if you are looking for authentic cards.  Plus you cannot return.  Very disappointed!!!!!
  
"
1.0 out of 5 stars,"







  
  
    Resealed,weighed, fake, 11 cards in each pack plus the code card for 12 total in a pack, no good cards at all. SCAM SCAM SCAM DO NOT BUY FROM THESE WORTHLESS POS’s
  
"
2.0 out of 5 stars,"







  
  
    Thought i would get the packs from three different expansions. Two were of the same and of most recent expansions.
  
"
2.0 out of 5 stars,"







  
  
    Very disappointed. Purchased this 3 pack of booster cards for my Pokemon enthusiasts only to get 3 packs that were clearly tampered with. There were small gaps where the packs hadn't quite been resealed all the way. We received 3 packs of trash. Not a good pull in any of the 3 packs. Too bad thieves have to ruin the fun for others.
  
"
1.0 out of 5 stars,"







  
  
    Packs are not new, they have been opened and resealed. Not sure how this item got 4 stars, when a lot of the reviews are negative.
  
"
5.0 out of 5 stars,"







  
  
    Grandkids really enjoyed playing with them and putting them in their card books
  
"
3.0 out of 5 stars,"







  
  
    Grandkids loved it but they took longer to arrive than stated
  
"
5.0 out of 5 stars,"







  
  
    I purchased 5 orders (15 packs) and enjoy them all, but was hoping for more variety.  I ordered from ABCTOY4ME and received the following: 4 packs of EX Hidden Legends, 4 packs of EX Emerald, 7 packs of Diamond & Pearl Legends Awakened.In addition to collecting the cards, our 11 year old boy also collects the foil wrappers which we received duplicates of as well.  In total there were 9 different wrappers among the 15 packs.  It was fun not knowing what we would receive and we will order again, but may try the other vendor selling these in hopes of a more varied selection.  Best of Luck!UPDATED MAY 2, 2012:This past week I ordered 2 more sets (6 packs) from BB Toy Store, and am completely satisfied.  The packaging was better as it was in a box instead of a bubble wrap envelope.  I received the product quicker; most likely because BB Toy Store and I are both on the East Coast whereas ABCTOY4me is on the West Coast.  The packs definately gave me more variety with no duplicates, and I also received a Lvl X card in one of the packs.  I received one of each HS Unleashed, Platinum Supreme Victors, Diamond & Pearl Mysterious Treasures, Black & white, HS Undaunted, and Call of Legends.Each of the vendors clearly sent me different products, and I will most likely order from both of them again in the future.UPDATED MAY 15, 2012:I gave ABCTOY4me another try and purchased 3 more orders (9 packs) and this time received no duplicates.  I received one of each of the following: Diamond & Pearl Legends Awakened, HS Undaunted, Heartgold Soulsilver, Call of Legends, HS Triumphant, Black & White, Ex Hidden Legends, Ex Emerald, and Platinum.  I must note that I am skeptical of the Ex Emerald pack I received.  The paper is very shiny and not the same as the other cards.  The first card in the pack was a rare holo while the last card was upsidedown.  The pack has 9 cards total and 5 were Energy.  Seems strange.The bottom line is that this is completely random and you never know what you'll get, but the price is right.  Give it a try.
  
"
1.0 out of 5 stars,"







  
  
    I ordered these thinking I'd get xy or the packs from the picture. They are filled with battle styles and chilling reign.But they are also all 100% resealed packages. There is obviously burn marks up top and each pack feels like it has more air.
  
"
1.0 out of 5 stars,"







  
  
    These packs were obviously resealed. One of them you could clearly tell were opened. Don't buy these packs, save your money and go to your local dollar store and buy some actual packs.
  
"
1.0 out of 5 stars,"







  
  
    It wasn’t even the pack of cards shown in the picture. Plus apparently you can’t return them even if unopened.
  
"
1.0 out of 5 stars,"







  
  
    It said it was supposed to be 30 i only received two card packs of 10 cards in each and them two pack of 4 card in each pack so basically got only 28
  
"
4.0 out of 5 stars,"







  
  
    Exactly as described
  
"
5.0 out of 5 stars,"







  
  
    Gifts to two of my Godsons this Christmas, they were so excited, so I’m a fan.
  
"
3.0 out of 5 stars,"







  
  
    I got 3 booster packs all for the Sword and Shield base series, not any great pulls. Pretty disappointed that the boosters werent the XY boosters in the picture.
  
"
1.0 out of 5 stars,"







  
  
    there are cards are they're fine, but all my son wanted were Sun and Moon cards and these were not them, so they were a major disappointment
  
"
1.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    My grandson love them
  
"
4.0 out of 5 stars,"







  
  
    Great gift and not expensive,  just what my grandson wanted.
  
"
1.0 out of 5 stars,"







  
  
    They were opened and sealed so wouldn’t be able to get the best cards outta the pack
  
"
5.0 out of 5 stars,"







  
  
    My grandson said he love it.
  
"
1.0 out of 5 stars,"







  
  
    Rip off pictured cards are not what you get. Got three sword and shield packs all same design. Not very random. No returns either.
  
"
1.0 out of 5 stars,"







  
  
    that's all
  
"
1.0 out of 5 stars,"







  
  
    Not selling the items pictured…. Selling present set of Pokémon packs.  Did specify when saying random that it would be the most recent set of Pokémon packs released . Very disappointed.
  
"
4.0 out of 5 stars,"







  
  
    Fun stocking stuffer
  
"
1.0 out of 5 stars,"







  
  
    These are a complete scam. Do not waste your money. My son used his allowance money to purchase and it was a COMPLETE waste of money. Not a decent card in the lot. All were clearly opened and resealed. Very sad... we are definitely going to be sending back.
  
"
2.0 out of 5 stars,"







  
  
    Got different packs than what was pictured. No where does it say that the packs are going to be something else, if you’re going to send packs send what is pictured or update the pictures, or put a disclaimer saying the packs may be different
  
"
1.0 out of 5 stars,"







  
  
    It was a terrible product.The packs contained clearly showed signs of having been opened once, and the cards had been removed. One pack contained only eight cards. I was shocked.
  
"
3.0 out of 5 stars,"







  
  
    Gave a 3 star just cuz I pulled a mew vmax holo. But all 3 packs were fusion strike. Was expecting a variety pack. Maybe 2 of the same packs but not all 3 the same.
  
"
1.0 out of 5 stars,"







  
  
    Only the same packs chilling reign, astral radiance, and fusion strike and packs were obviously weighed would not buy a gain. DO NOT BUY
  
"
1.0 out of 5 stars,"







  
  
    Not what I was looking for
  
"
5.0 out of 5 stars,"







  
  
    Nothing I dislike, they are perfect packs.
  
"
5.0 out of 5 stars,"







  
  
    Bought these for my grandson who loves Pokeman cards.  He did get special cards he didn't have and was so excited!Received shipment next day.
  
"
5.0 out of 5 stars,"







  
  
    gotta say i was a little nervous reading the other reviews and them resealing the card packs and stuff but it actually was pretty good i got some rare cards and an full art alohan exeggutor gx which was worth 5 bucks so it basically paid for the price of the packs. i would buy again
  
"
1.0 out of 5 stars,"







  
  
    I was supposed to receive three packs of Pokémon cards!!! As it shows in the description, but I received A bundle of cards that are put in plastic.. Big fat scam now my kid is very upset….
  
"
1.0 out of 5 stars,"







  
  
    Don’t get these I bought it thinking I’d get a good deal on some X Y packs and I got sword and shield but if you like false advertisement go crazy, if not save your money.
  
"
5.0 out of 5 stars,"







  
  
    Pokémon cards arrived as promised.  The child has not yet seen them, but I am sure he will be delighted.
  
"
3.0 out of 5 stars,"







  
  
    Packs looked good. Don’t expect good cards from this. Better off going to a store or buying a single pack.
  
"
2.0 out of 5 stars,"







  
  
    in the picture it shows XY series packs and I got all battle styles.
  
"
4.0 out of 5 stars,"







  
  
    A gift for my grandson
  
"
4.0 out of 5 stars,"







  
  
    a little expensive for my taste but son wanted them
  
"
1.0 out of 5 stars,"







  
    Es una basura.  Abren los sobres le sacan la tarjetas buenas y de burla  le ponen una tarjeta extra al paquete. Pura basura. No pierdan su dinero
  
  
"
1.0 out of 5 stars,"







  
  
    Don't waste your money on any of these.  Bought the last set of 3 and thank God that's all that was left.  You get terrible,  modern packs.
  
"
1.0 out of 5 stars,"







  
  
    I bought this for my daughter for her birthday. Imagine how dissapointed I was when she told me to return them because the packages had been opened and resealed.
  
"
5.0 out of 5 stars,"







  
  
    100% real and I would definitely recommend this card vendor to anyone. pulled some good cards for these booster packs
  
"
5.0 out of 5 stars,"







  
  
    Fast and easy
  
"
5.0 out of 5 stars,"







  
  
    My Grandson he love pokemon
  
"
5.0 out of 5 stars,"







  
  
    perfect condition and great/fast shipping.
  
"
5.0 out of 5 stars,"







  
  
    The Grandkids love these! They’ve spent hours comparing and trading cards since these were delivered.
  
"
5.0 out of 5 stars,"







  
  
    Great value for the price, although it arrived a day late, just as described and packs came brand new but without the cardboard around the packs
  
"
3.0 out of 5 stars,"







  
  
    Got 3 packs: all were XY+  (Flashfire, Ancient Origins, BreakThrough)Didn't pull anything at all. Hard to say if they were weighed, but it wouldn't surprise me if they were.
  
"
4.0 out of 5 stars,"







  
  
    Thankfully the packs I got weren’t resealed or anything which was my biggest concern when I ordered them. I actually got some good hits too.
  
"
5.0 out of 5 stars,"







  
  
    Going to make my grandson very happy!  Thanks!
  
"
5.0 out of 5 stars,"







  
  
    Pretty good product no duplicates and it came in great condition.
  
"
5.0 out of 5 stars,"







  
  
    It's a great authentic item. I loved it.
  
"
5.0 out of 5 stars,"







  
  
    Stocking stuffer for Christmas and no complaints.
  
"
1.0 out of 5 stars,"







  
  
    I ordered 12 packs and did not get a single holo out of any of them. I got scammed.
  
"
5.0 out of 5 stars,"







  
  
    My grandson loved this card set!
  
"
3.0 out of 5 stars,"







  
  
    Picture say steam siege and break point packs , gives you cheap packs instead like fusion strike and astral radiance , extremely disappointed
  
"
1.0 out of 5 stars,"







  
  
    These Pokémon cards are repackaged and not the cards that should come in the pack. No V’s, 12 cards in a pack that should be 10.
  
"
5.0 out of 5 stars,"







  
  
    Great variety. My son loved these. We got some that are not available in stores. It was also fun for him to get mail. Very speedy delivery. I will buy again and soon.
  
"
5.0 out of 5 stars,"







  
  
    Bought for 8 year old grandson’s birthday.  He was ecstatic as he said the cards were new to him!
  
"
1.0 out of 5 stars,"







  
  
    Anyone who knows anything about Pokémon cards will know these are fake and/or tampered with. A real booster pack has the code card with green or white facing out. These were reversed and also not all the code cards looked the same. And not surprisingly, my 5 yo didn’t get any good pulls. I felt sad for her, and robbed by the seller.
  
"
2.0 out of 5 stars,"







  
  
    These didn’t even come in a package. They were floating in the bag. They are definitely not new.
  
"
5.0 out of 5 stars,"







  
  
    Arrived on time and kids love them
  
"
1.0 out of 5 stars,"







  
  
    There's clearly something fishy going on since out of all the packs I ordered, there was not a single EX. And as others have noted, the card quality is highly suspicious.DO NOT BUY.
  
"
5.0 out of 5 stars,"







  
  
    My son is a super Pokémon fan, he loved s it. Surprisingly there were only 5 or 6 repites cards.
  
"
4.0 out of 5 stars,"







  
  
    Good for the price
  
"
1.0 out of 5 stars,"







  
  
    I definitely learned my lesson to read the fine print when buying Pokémon cards w/ deals on Amazon.
  
"
5.0 out of 5 stars,"







  
  
    Nice!
  
"
1.0 out of 5 stars,"







  
  
    Out of 6 packs looks like we got a resealed tampered with, Evolutions,  can tell the pack was resealed and much lighter than the others. And no (M) on the black seal. Disappointing
  
"
1.0 out of 5 stars,"







  
  
    They are random selections so dont expect whats on the image like i did. You will most likely recieve the cheapest packs for their profit. It was also all smooshed together so tight some corners bent.
  
"
3.0 out of 5 stars,"







  
  
    Price is good sent out different card pack I bought two sets and got the same set
  
"
3.0 out of 5 stars,"







  
  
    The packs I received weren't the same ones in the picture. I assumed they were. Although they were different, I pulled a ""V"" card.
  
"
4.0 out of 5 stars,"







  
  
    All 3 arrived early, each one arrived on different days in it's own separate plain envelope which was a little strange though
  
"
5.0 out of 5 stars,"







  
  
    My grandsons loved these cards
  
"
5.0 out of 5 stars,"







  
  
    Me grandson loved these. He asked for them. These cards are gold to kids, especially boys.
  
"
5.0 out of 5 stars,"







  
  
    My son enjoyed opening each pack
  
"
2.0 out of 5 stars,"







  
  
    No foil card in this pack and in description
  
"
5.0 out of 5 stars,"







  
  
    Bought for my Grandkids. They were so excited to receive them.
  
"
5.0 out of 5 stars,"







  
  
    Had some good pulls.
  
"
5.0 out of 5 stars,"







  
  
    Lots of good cards for my 8 year old grandson.
  
"
5.0 out of 5 stars,"







  
  
    Great lot! No repeats and each pack had a rare. My five year old really enjoyed them and we think this was a great deal. Ordered through Amazon prime and it was sent very quickly. Definitely recommend to any pokemon lover :)
  
"
5.0 out of 5 stars,"







  
  
    I sent pokemon cards as a gift everything was as described and the kid loved them thank you
  
"
1.0 out of 5 stars,"







  
  
    supposed to be three different booster packs yet we received all the same! what a ripoff
  
"
4.0 out of 5 stars,"







  
  
    My son ordered and was happy.
  
"
5.0 out of 5 stars,"







  
  
    That booster pack is cool i pulled a hoopa ex and a rayqaza spirit link secret rare
  
"
1.0 out of 5 stars,"







  
  
    The packs we received were resealed packs and not the ones advertised. Returning ASAP
  
"
5.0 out of 5 stars,"







  
  
    I know nothing about these and wanted to surprise my daughter.  Went based on reviews and was not disappointed. She loved them and said she got good cards.
  
"
5.0 out of 5 stars,"







  
  
    Cool
  
"
1.0 out of 5 stars,"







  
  
    There was supported to be three packs of cards.  This item can't be return or exchanged. So, I have paid for something my grandson will not receive.
  
"
3.0 out of 5 stars,"







  
  
    Its an obvious reseal but the cards are real and they are from 2 different packs definitely gonna buy them from Walmart or a dnd store.
  
"
1.0 out of 5 stars,"







  
  
    Do not buy!!! The packets are opened and any rares taken out. One deck even had a card for a completely different set/year.
  
"
1.0 out of 5 stars,"







  
  
    One of the pack I received was glued shut, along with the cards being crinkled I didn't even get a single good card.
  
"
1.0 out of 5 stars,"







  
  
    These cards are re sealed. Bought twice and they don’t even try to hide it lol Amazon should be ashamed for allowing this horrible practice.
  
"
5.0 out of 5 stars,"







  
  
    I got 8 orders of these (18 packs) and they got here so fast I couldn't believe it! And all the packs were different! I got 6 packs from different Black and White series, and I also got some Platinum, HeartGold and SoulSilver, Holon Phantoms and more! And to top it off, I pulled a Keldeo EX Full Art out of one of the Black and White packs! Only thing I would say was disappointing was that I hardly got any holo rates. Maybe three or four but not much else.Overall, AWESOME buy, totally worth it!
  
"
5.0 out of 5 stars,"







  
  
    Exactly what I was looking for.
  
"
4.0 out of 5 stars,"







  
  
    Out of 3 Booster packs I got amazing cards!
  
"
5.0 out of 5 stars,"







  
  
    Some great cards in these packs! Great gift!
  
"
5.0 out of 5 stars,"







  
  
    The cards were a Christmas gift. For a couple of 12 year old twin boys, judging from their reaction it was exactly what they wanted
  
"
1.0 out of 5 stars,"







  
  
    No good cards, waste of money. I should have listened to the other 1 star reviews.
  
"
1.0 out of 5 stars,"







  
  
    I did not receive 3 booster packs;  I received only two booster packs and two smaller packs of 4 cards each.  The advertisement did not say orders may vary;  it specified 3 booster packs of 10 cards each and didn't deliver!
  
"
5.0 out of 5 stars,"







  
  
    Just what my son wanted for Christmas. There was at least 1 hologram in each pack, which I guess are these silvery cards that are supposed to be super awesome and valuable?
  
"
1.0 out of 5 stars,"







  
  
    The cards are stuck together and damaged when pulled apart.
  
"
2.0 out of 5 stars,"







  
  
    Shows better value packs but you get less valuable packs
  
"
5.0 out of 5 stars,"







  
  
    It's a good thing I found these cards on Amazon. Can't find any at our local stores (Walmart, Target and Longs CVS)
  
"
4.0 out of 5 stars,"







  
  
    I ordered this from ACME product Co (?)  and it was exactly as it was described. I did get 9 packs, I ordered 3 sets, but I was disappointed in the variety. I got 4 of one pack and 5 of the other, but for cheaper than normal cards I can't complain too much.
  
"
5.0 out of 5 stars,"







  
  
    i pulled sonme rare bois
  
"
1.0 out of 5 stars,
2.0 out of 5 stars,"







  
  
    I only received 2 package not 3 , very upset I paid for 2 sets got one set with on 2 packs 😢
  
"
1.0 out of 5 stars,"







  
  
    Bought this for my son. He wants to know if the packs have been weighed or pre-opened because the cards he received were mostly trash. Not a product I will buy again.
  
"
5.0 out of 5 stars,"







  
  
    My grandson was so happy to receive his Pokémon cards.  He started inserting the cards into the binder and kept reviewing the different cards he received. He was very pleased he received this for his birthday.
  
"
1.0 out of 5 stars,"







  
  
    It's a ripof
  
"
5.0 out of 5 stars,"







  
  
    It was a good buy for my little guy. No doubles. Clean packaging.
  
"
1.0 out of 5 stars,"







  
  
    I received two sun and moon packs that were opened, dug through and replaced with bent cards. Also got a sword and shield. I was suppose to get the break through and seige type cards. Very upset
  
"
1.0 out of 5 stars,"







  
  
    Did not get a single pack that was advertised on the image.
  
"
1.0 out of 5 stars,"







  
  
    My son was very disappointed. He’s convinced they are fake.
  
"
1.0 out of 5 stars,"







  
  
    False advertising: It had two “10 card packs” and three cheaper “4 card packs.”
  
"
5.0 out of 5 stars,"







  
  
    I received the order on time. The cards are real and my son got a foil V card as well.
  
"
5.0 out of 5 stars,"







  
  
    GREAT PRODUCT
  
"
5.0 out of 5 stars,"







  
  
    Came exactly as described. New condition. Great cards. My son was very pleased.
  
"
5.0 out of 5 stars,"







  
  
    I read all the reviews about how bad these cards were and was a little scared but I ordered two packs anayway. I was a little suspicious that the cards were weighed when I opened both packs and found these booster packs: (2) XY BREAKthrough, (2) XY Ancient Origins, and (2) XY Primal Clash. The only card that actually has high value in the 6 booster packs that I opened is a Raichu BREAK. All the other rare cards were non-holo rares and uncommon reverse holos.The reasons I'm giving it five stars is because: I started collecting Pokemon cards in November of 2015 and I had never opened any Primal Clash booster pack before, I got a break card, and it helped me expand my Ancient Origins, BREAKthough collection, and start my primal clash collection.
  
"
5.0 out of 5 stars,"







  
  
    Just what you think you are getting
  
"
5.0 out of 5 stars,"







  
  
    cool
  
"
3.0 out of 5 stars,"







  
  
    I received three packages with the same three booster packs (Primal Clash, Ancient Origins, Sun & Moon) in each package. I expected more variety for sure.
  
"
4.0 out of 5 stars,"







  
  
    These cards are pretty good. I’m not until this stuff but I say they’re good because my son loved them !!!!!
  
"
5.0 out of 5 stars,"







  
  
    Loved opening pokemon packs when I was a kid
  
"
5.0 out of 5 stars,"







  
  
    Got to catch em' all!
  
"
5.0 out of 5 stars,"







  
  
    Cards arrived one day later than originally scheduled.  cards as described
  
"
5.0 out of 5 stars,"







  
  
    Great assortment.  Sealed packages. Mostly new cards and doubles were different.  Well worth the additional cost.  Very pleased..
  
"
1.0 out of 5 stars,"







  
  
    We bought 6 packs and not 1 good card. Like they e already been gone through.
  
"
5.0 out of 5 stars,"







  
  
    My son loved them!
  
"
1.0 out of 5 stars,"







  
  
    Every pack I ordered had been glued back shut so they were open went through and glued back 😒
  
"
4.0 out of 5 stars,"







  
  
    Fast
  
"
2.0 out of 5 stars,"







  
  
    These cards where fake! It didn’t last long in the humidity it was torn. Cards are suppose to be glossy not paper. The shipping was fast but I’d appreciate it if it wasn’t fake.
  
"
1.0 out of 5 stars,"







  
  
    When I got this item, I only got one pack instead of the promised 3!  Haven't known how to fix that.
  
"
4.0 out of 5 stars,"







  
  
    didn’t know what to expect due to reviews
  
"
5.0 out of 5 stars,"







  
  
    As other reviewers mentioned, you'll get packs from a variety of sets, old and new, so if you aren't concerned with getting cards from the newest sets then this is a good deal.
  
"
5.0 out of 5 stars,"







  
  
    Perfect for the grandkids Christmas stocking!
  
"
1.0 out of 5 stars,"







  
  
    If you're going to only give new booster packs.  Do not have an image of old ones as your product.
  
"
5.0 out of 5 stars,"







  
  
    Purchased for child just starting to collect the cards.  It's nice to be able to get a random assortment, that's what he picked and helpful to get going with this hobby.
  
"
5.0 out of 5 stars,"







  
  
    Thank you so much! They were great! I got 4 hologram cards in just 3 packs! Yay! You’re awesome!
  
"
5.0 out of 5 stars,"







  
  
    These cards are expensive! Nice value for some booster packs!
  
"
4.0 out of 5 stars,"







  
  
    My son likes it so much because it is a vmax.
  
"
4.0 out of 5 stars,"







  
  
    My son was so excited that he got a rare card. He wishes he got more of the legendary cards
  
"
1.0 out of 5 stars,"







  
  
    Bought these cards for my little granddaughter for Valentine’s Day.  She has a large collection.  She informed me that these cards are fradulent .  She tossed them but wanted me to know.  I am very disappointed.
  
"
1.0 out of 5 stars,"







  
  
    The packs I got were new packs from sword and shield, not XY
  
"
1.0 out of 5 stars,"







  
  
    Didn’t get what was advertised!
  
"
5.0 out of 5 stars,"







  
  
    My son was very happy with his cards.
  
"
4.0 out of 5 stars,"







  
  
    I recommend this product. I found a GX in one of them. I did not find any duplicates. This actually did help to expand my Pokemon collection.
  
"
5.0 out of 5 stars,"







  
  
    Products arrived exactly how they appear here and cheaper than any store.  I'm happy.
  
"
5.0 out of 5 stars,"







  
  
    Great product
  
"
5.0 out of 5 stars,"







  
  
    This was a gift
  
"
3.0 out of 5 stars,"







  
  
    Ok product
  
"
1.0 out of 5 stars,"







  
  
    Scam, i got all three packs in separate envelopes on different days. One was straight up just open, the others seemed resealed. Missing some cards. Very sad.
  
"
5.0 out of 5 stars,"







  
  
    I received it on time, and was exactly what I expected.
  
"
5.0 out of 5 stars,"







  
  
    Exactly what u expect.
  
"
5.0 out of 5 stars,"







  
  
    Exactly as described!
  
"
5.0 out of 5 stars,"







  
  
    Nice purchase good seller
  
"
5.0 out of 5 stars,"







  
  
    Perfect basket stuffers for Easter for my 4 & 6 year old girls... they loved them!
  
"
5.0 out of 5 stars,"







  
  
    My son loved them! Great gift
  
"
5.0 out of 5 stars,"







  
  
    Kids loved em. I don’t get it but they do.
  
"
5.0 out of 5 stars,"







  
  
    Thank you
  
"
5.0 out of 5 stars,"







  
  
    Grandson was very happy with them.
  
"
1.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    
"
5.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    My grandson loved the selection they got and thought Nana did great at finding them.  This is the big thing now, trading Pokemon Cards!
  
"
5.0 out of 5 stars,"







  
  
    Got 3 unopened packs as advertised
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
1.0 out of 5 stars,"







  
  
    Not good any good card in 3 packages 😕
  
"
5.0 out of 5 stars,"







  
  
    Just as advertised, my nephew loved them and was super excited he got a legendary! :)
  
"
1.0 out of 5 stars,"







  
  
    Two of the packs were the same genre. I expected 3 different packs.
  
"
1.0 out of 5 stars,"







  
  
    I ordered 3 of these and all 9 packs were Fusion Strike. Random my butt.
  
"
4.0 out of 5 stars,"







  
  
    I've bought this product twice, all six packs I've opened I didn't get an EX out of. May be bad luck because I don't think these packs are weighed but still disappointed. Expect two packs from XY, And one from Black And White.
  
"
